id,phenotype_id,childhpo_id,created_at,updated_at
356,1454,1592,2021-01-19 17:03:08,2021-01-19 17:03:08
357,162,3335,2021-01-19 17:03:11,2021-01-19 17:03:11
358,201,1133,2021-01-19 17:03:14,2021-01-19 17:03:14
359,463,1064,2021-01-19 17:03:17,2021-01-19 17:03:17
360,603,528,2021-01-19 17:03:20,2021-01-19 17:03:20
361,603,151,2021-01-19 17:03:22,2021-01-19 17:03:22
362,151,1131,2021-01-19 17:03:23,2021-01-19 17:03:23
363,151,3144,2021-01-19 17:03:25,2021-01-19 17:03:25
364,151,2832,2021-01-19 17:03:27,2021-01-19 17:03:27
365,151,6183,2021-01-19 17:03:29,2021-01-19 17:03:29
366,603,872,2021-01-19 17:03:31,2021-01-19 17:03:31
367,872,2353,2021-01-19 17:03:32,2021-01-19 17:03:32
368,603,2659,2021-01-19 17:03:35,2021-01-19 17:03:35
369,2659,3759,2021-01-19 17:03:36,2021-01-19 17:03:36
370,603,3049,2021-01-19 17:03:39,2021-01-19 17:03:39
371,3049,1066,2021-01-19 17:03:40,2021-01-19 17:03:40
372,1066,2704,2021-01-19 17:03:41,2021-01-19 17:03:41
373,1066,4874,2021-01-19 17:03:43,2021-01-19 17:03:43
374,4874,1148,2021-01-19 17:03:44,2021-01-19 17:03:44
375,3049,6233,2021-01-19 17:03:48,2021-01-19 17:03:48
376,3049,126,2021-01-19 17:03:49,2021-01-19 17:03:49
377,3049,645,2021-01-19 17:03:53,2021-01-19 17:03:53
378,3049,1081,2021-01-19 17:03:55,2021-01-19 17:03:55
379,3049,6901,2021-01-19 17:03:57,2021-01-19 17:03:57
380,603,2141,2021-01-19 17:04:00,2021-01-19 17:04:00
381,603,3756,2021-01-19 17:04:02,2021-01-19 17:04:02
382,3756,3765,2021-01-19 17:04:03,2021-01-19 17:04:03
383,3756,1200,2021-01-19 17:04:05,2021-01-19 17:04:05
384,1200,9531,2021-01-19 17:04:05,2021-01-19 17:04:05
385,1200,4709,2021-01-19 17:04:07,2021-01-19 17:04:07
386,1200,1673,2021-01-19 17:04:09,2021-01-19 17:04:09
387,3756,3760,2021-01-19 17:04:12,2021-01-19 17:04:12
388,3756,2291,2021-01-19 17:04:14,2021-01-19 17:04:14
389,2291,3764,2021-01-19 17:04:15,2021-01-19 17:04:15
390,2291,748,2021-01-19 17:04:17,2021-01-19 17:04:17
391,603,382,2021-01-19 17:04:21,2021-01-19 17:04:21
392,382,9668,2021-01-19 17:04:22,2021-01-19 17:04:22
393,382,3183,2021-01-19 17:04:24,2021-01-19 17:04:24
394,382,2342,2021-01-19 17:04:25,2021-01-19 17:04:25
395,2342,3767,2021-01-19 17:04:26,2021-01-19 17:04:26
396,382,9669,2021-01-19 17:04:29,2021-01-19 17:04:29
397,382,521,2021-01-19 17:04:31,2021-01-19 17:04:31
398,521,3594,2021-01-19 17:04:32,2021-01-19 17:04:32
399,3594,9670,2021-01-19 17:04:33,2021-01-19 17:04:33
400,3594,9665,2021-01-19 17:04:35,2021-01-19 17:04:35
401,3594,2191,2021-01-19 17:04:37,2021-01-19 17:04:37
402,3594,9671,2021-01-19 17:04:39,2021-01-19 17:04:39
403,3594,3595,2021-01-19 17:04:41,2021-01-19 17:04:41
404,521,9672,2021-01-19 17:04:44,2021-01-19 17:04:44
405,521,9673,2021-01-19 17:04:46,2021-01-19 17:04:46
406,521,9674,2021-01-19 17:04:47,2021-01-19 17:04:47
407,382,1223,2021-01-19 17:04:50,2021-01-19 17:04:50
408,1223,755,2021-01-19 17:04:51,2021-01-19 17:04:51
409,1223,641,2021-01-19 17:04:53,2021-01-19 17:04:53
410,1223,2096,2021-01-19 17:04:55,2021-01-19 17:04:55
411,2096,9182,2021-01-19 17:04:56,2021-01-19 17:04:56
412,9182,642,2021-01-19 17:04:57,2021-01-19 17:04:57
413,9182,2959,2021-01-19 17:04:59,2021-01-19 17:04:59
414,2096,9675,2021-01-19 17:05:02,2021-01-19 17:05:02
415,382,23,2021-01-19 17:05:06,2021-01-19 17:05:06
416,382,3257,2021-01-19 17:05:08,2021-01-19 17:05:08
417,3257,4697,2021-01-19 17:05:08,2021-01-19 17:05:08
418,382,1231,2021-01-19 17:05:11,2021-01-19 17:05:11
419,1231,18,2021-01-19 17:05:12,2021-01-19 17:05:12
420,18,6265,2021-01-19 17:05:13,2021-01-19 17:05:13
421,18,9676,2021-01-19 17:05:15,2021-01-19 17:05:15
422,18,1759,2021-01-19 17:05:17,2021-01-19 17:05:17
423,18,1758,2021-01-19 17:05:19,2021-01-19 17:05:19
424,18,8501,2021-01-19 17:05:21,2021-01-19 17:05:21
425,18,1557,2021-01-19 17:05:23,2021-01-19 17:05:23
426,18,9677,2021-01-19 17:05:25,2021-01-19 17:05:25
427,18,9678,2021-01-19 17:05:27,2021-01-19 17:05:27
428,18,1201,2021-01-19 17:05:28,2021-01-19 17:05:28
429,18,1252,2021-01-19 17:05:30,2021-01-19 17:05:30
430,1252,1311,2021-01-19 17:05:31,2021-01-19 17:05:31
431,1252,2123,2021-01-19 17:05:33,2021-01-19 17:05:33
432,1231,6259,2021-01-19 17:05:37,2021-01-19 17:05:37
433,1231,1195,2021-01-19 17:05:39,2021-01-19 17:05:39
434,1195,9679,2021-01-19 17:05:40,2021-01-19 17:05:40
435,1231,232,2021-01-19 17:05:43,2021-01-19 17:05:43
436,232,3409,2021-01-19 17:05:44,2021-01-19 17:05:44
437,3409,1214,2021-01-19 17:05:45,2021-01-19 17:05:45
438,3409,1210,2021-01-19 17:05:46,2021-01-19 17:05:46
439,3409,6176,2021-01-19 17:05:48,2021-01-19 17:05:48
440,3409,1220,2021-01-19 17:05:50,2021-01-19 17:05:50
441,232,1204,2021-01-19 17:05:53,2021-01-19 17:05:53
442,232,882,2021-01-19 17:05:55,2021-01-19 17:05:55
443,232,1213,2021-01-19 17:05:57,2021-01-19 17:05:57
444,1231,640,2021-01-19 17:06:00,2021-01-19 17:06:00
445,1231,1212,2021-01-19 17:06:02,2021-01-19 17:06:02
446,382,515,2021-01-19 17:06:04,2021-01-19 17:06:04
447,515,9680,2021-01-19 17:06:05,2021-01-19 17:06:05
448,515,3541,2021-01-19 17:06:07,2021-01-19 17:06:07
449,515,9681,2021-01-19 17:06:09,2021-01-19 17:06:09
450,515,3540,2021-01-19 17:06:11,2021-01-19 17:06:11
451,515,9682,2021-01-19 17:06:13,2021-01-19 17:06:13
452,515,9683,2021-01-19 17:06:15,2021-01-19 17:06:15
453,515,2300,2021-01-19 17:06:17,2021-01-19 17:06:17
454,515,9684,2021-01-19 17:06:19,2021-01-19 17:06:19
455,515,9685,2021-01-19 17:06:21,2021-01-19 17:06:21
456,382,643,2021-01-19 17:06:24,2021-01-19 17:06:24
457,643,1005,2021-01-19 17:06:25,2021-01-19 17:06:25
458,1005,9686,2021-01-19 17:06:26,2021-01-19 17:06:26
459,1005,3172,2021-01-19 17:06:27,2021-01-19 17:06:27
460,1005,1065,2021-01-19 17:06:29,2021-01-19 17:06:29
461,1005,8769,2021-01-19 17:06:31,2021-01-19 17:06:31
462,8769,9687,2021-01-19 17:06:32,2021-01-19 17:06:32
463,603,6206,2021-01-19 17:06:38,2021-01-19 17:06:38
464,603,3280,2021-01-19 17:06:40,2021-01-19 17:06:40
465,2754,482,2021-01-19 17:06:43,2021-01-19 17:06:43
466,2754,624,2021-01-19 17:06:45,2021-01-19 17:06:45
467,2754,719,2021-01-19 17:06:47,2021-01-19 17:06:47
468,2754,1,2021-01-19 17:06:49,2021-01-19 17:06:49
469,1,1481,2021-01-19 17:06:49,2021-01-19 17:06:49
470,1,878,2021-01-19 17:06:51,2021-01-19 17:06:51
471,1,4648,2021-01-19 17:06:53,2021-01-19 17:06:53
472,1,1554,2021-01-19 17:06:55,2021-01-19 17:06:55
473,2754,1951,2021-01-19 17:06:58,2021-01-19 17:06:58
474,1951,9688,2021-01-19 17:06:59,2021-01-19 17:06:59
475,1951,9689,2021-01-19 17:07:01,2021-01-19 17:07:01
476,2754,1644,2021-01-19 17:07:04,2021-01-19 17:07:04
477,1644,1408,2021-01-19 17:07:05,2021-01-19 17:07:05
478,2754,7513,2021-01-19 17:07:08,2021-01-19 17:07:08
479,7513,1369,2021-01-19 17:07:08,2021-01-19 17:07:08
480,1369,1687,2021-01-19 17:07:09,2021-01-19 17:07:09
481,7513,1677,2021-01-19 17:07:12,2021-01-19 17:07:12
482,1677,1640,2021-01-19 17:07:13,2021-01-19 17:07:13
483,7513,6415,2021-01-19 17:07:16,2021-01-19 17:07:16
484,6415,9690,2021-01-19 17:07:17,2021-01-19 17:07:17
485,6415,162,2021-01-19 17:07:19,2021-01-19 17:07:19
486,6415,740,2021-01-19 17:07:26,2021-01-19 17:07:26
487,740,9691,2021-01-19 17:07:27,2021-01-19 17:07:27
488,9691,9692,2021-01-19 17:07:28,2021-01-19 17:07:28
489,9691,9693,2021-01-19 17:07:30,2021-01-19 17:07:30
490,6415,759,2021-01-19 17:07:34,2021-01-19 17:07:34
491,759,464,2021-01-19 17:07:35,2021-01-19 17:07:35
492,464,1576,2021-01-19 17:07:36,2021-01-19 17:07:36
493,464,2944,2021-01-19 17:07:38,2021-01-19 17:07:38
494,464,6226,2021-01-19 17:07:40,2021-01-19 17:07:40
495,759,1592,2021-01-19 17:07:42,2021-01-19 17:07:42
496,6415,9694,2021-01-19 17:07:45,2021-01-19 17:07:45
497,6415,1538,2021-01-19 17:07:47,2021-01-19 17:07:47
498,2754,362,2021-01-19 17:07:51,2021-01-19 17:07:51
499,362,4370,2021-01-19 17:07:52,2021-01-19 17:07:52
500,4370,962,2021-01-19 17:07:53,2021-01-19 17:07:53
501,4370,1592,2021-01-19 17:07:55,2021-01-19 17:07:55
502,4370,3416,2021-01-19 17:07:57,2021-01-19 17:07:57
503,4370,1759,2021-01-19 17:07:59,2021-01-19 17:07:59
504,4370,2930,2021-01-19 17:08:01,2021-01-19 17:08:01
505,4370,1344,2021-01-19 17:08:02,2021-01-19 17:08:02
506,1344,211,2021-01-19 17:08:03,2021-01-19 17:08:03
507,211,1559,2021-01-19 17:08:04,2021-01-19 17:08:04
508,211,9695,2021-01-19 17:08:06,2021-01-19 17:08:06
509,211,1796,2021-01-19 17:08:08,2021-01-19 17:08:08
510,211,2648,2021-01-19 17:08:10,2021-01-19 17:08:10
511,211,3274,2021-01-19 17:08:12,2021-01-19 17:08:12
512,211,9696,2021-01-19 17:08:14,2021-01-19 17:08:14
513,211,6246,2021-01-19 17:08:16,2021-01-19 17:08:16
514,4370,2766,2021-01-19 17:08:20,2021-01-19 17:08:20
515,2766,5171,2021-01-19 17:08:20,2021-01-19 17:08:20
516,2766,6433,2021-01-19 17:08:22,2021-01-19 17:08:22
517,4370,9697,2021-01-19 17:08:25,2021-01-19 17:08:25
518,4370,1584,2021-01-19 17:08:27,2021-01-19 17:08:27
519,4370,9698,2021-01-19 17:08:29,2021-01-19 17:08:29
520,4370,874,2021-01-19 17:08:31,2021-01-19 17:08:31
521,4370,805,2021-01-19 17:08:33,2021-01-19 17:08:33
522,4370,9699,2021-01-19 17:08:35,2021-01-19 17:08:35
523,4370,2061,2021-01-19 17:08:37,2021-01-19 17:08:37
524,362,6187,2021-01-19 17:08:40,2021-01-19 17:08:40
525,6187,1584,2021-01-19 17:08:41,2021-01-19 17:08:41
526,6187,9700,2021-01-19 17:08:42,2021-01-19 17:08:42
527,6187,3030,2021-01-19 17:08:44,2021-01-19 17:08:44
528,3030,9701,2021-01-19 17:08:45,2021-01-19 17:08:45
529,3030,7447,2021-01-19 17:08:47,2021-01-19 17:08:47
530,7447,2441,2021-01-19 17:08:48,2021-01-19 17:08:48
531,7447,456,2021-01-19 17:08:50,2021-01-19 17:08:50
532,456,493,2021-01-19 17:08:51,2021-01-19 17:08:51
533,7447,3337,2021-01-19 17:08:54,2021-01-19 17:08:54
534,7447,9702,2021-01-19 17:08:56,2021-01-19 17:08:56
535,7447,7445,2021-01-19 17:08:58,2021-01-19 17:08:58
536,7445,2948,2021-01-19 17:08:58,2021-01-19 17:08:58
537,7445,7446,2021-01-19 17:09:00,2021-01-19 17:09:00
538,7447,7852,2021-01-19 17:09:03,2021-01-19 17:09:03
539,7447,7851,2021-01-19 17:09:05,2021-01-19 17:09:05
540,3030,9703,2021-01-19 17:09:08,2021-01-19 17:09:08
541,9703,9704,2021-01-19 17:09:09,2021-01-19 17:09:09
542,9703,9705,2021-01-19 17:09:11,2021-01-19 17:09:11
543,3030,9706,2021-01-19 17:09:14,2021-01-19 17:09:14
544,3030,9707,2021-01-19 17:09:16,2021-01-19 17:09:16
545,3030,9708,2021-01-19 17:09:18,2021-01-19 17:09:18
546,3030,9709,2021-01-19 17:09:20,2021-01-19 17:09:20
547,3030,3763,2021-01-19 17:09:22,2021-01-19 17:09:22
548,6187,5641,2021-01-19 17:09:24,2021-01-19 17:09:24
549,5641,805,2021-01-19 17:09:25,2021-01-19 17:09:25
550,6187,2064,2021-01-19 17:09:28,2021-01-19 17:09:28
551,6187,1830,2021-01-19 17:09:30,2021-01-19 17:09:30
552,1830,211,2021-01-19 17:09:31,2021-01-19 17:09:31
553,1830,9710,2021-01-19 17:09:46,2021-01-19 17:09:46
554,6187,1454,2021-01-19 17:09:49,2021-01-19 17:09:49
555,6187,3414,2021-01-19 17:09:53,2021-01-19 17:09:53
556,6187,1758,2021-01-19 17:09:55,2021-01-19 17:09:55
557,6187,9711,2021-01-19 17:09:57,2021-01-19 17:09:57
558,6187,874,2021-01-19 17:09:58,2021-01-19 17:09:58
559,362,869,2021-01-19 17:10:01,2021-01-19 17:10:01
560,362,7847,2021-01-19 17:10:03,2021-01-19 17:10:03
561,7847,2961,2021-01-19 17:10:04,2021-01-19 17:10:04
562,362,4326,2021-01-19 17:10:07,2021-01-19 17:10:07
563,4326,610,2021-01-19 17:10:08,2021-01-19 17:10:08
564,4326,2677,2021-01-19 17:10:10,2021-01-19 17:10:10
565,4326,9712,2021-01-19 17:10:12,2021-01-19 17:10:12
566,362,2655,2021-01-19 17:10:15,2021-01-19 17:10:15
567,362,9713,2021-01-19 17:10:17,2021-01-19 17:10:17
568,362,889,2021-01-19 17:10:19,2021-01-19 17:10:19
569,889,7189,2021-01-19 17:10:20,2021-01-19 17:10:20
570,889,1670,2021-01-19 17:10:21,2021-01-19 17:10:21
571,889,3762,2021-01-19 17:10:23,2021-01-19 17:10:23
572,889,2248,2021-01-19 17:10:25,2021-01-19 17:10:25
573,889,7187,2021-01-19 17:10:27,2021-01-19 17:10:27
574,889,2245,2021-01-19 17:10:29,2021-01-19 17:10:29
575,362,2,2021-01-19 17:10:32,2021-01-19 17:10:32
576,2,1584,2021-01-19 17:10:33,2021-01-19 17:10:33
577,2,207,2021-01-19 17:10:35,2021-01-19 17:10:35
578,2,9714,2021-01-19 17:10:37,2021-01-19 17:10:37
579,2,3030,2021-01-19 17:10:38,2021-01-19 17:10:38
580,2,9699,2021-01-19 17:11:18,2021-01-19 17:11:18
581,362,9715,2021-01-19 17:11:21,2021-01-19 17:11:21
582,362,2236,2021-01-19 17:11:23,2021-01-19 17:11:23
583,362,9716,2021-01-19 17:11:25,2021-01-19 17:11:25
584,2754,8,2021-01-19 17:11:28,2021-01-19 17:11:28
585,8,1242,2021-01-19 17:11:29,2021-01-19 17:11:29
586,1242,9717,2021-01-19 17:11:30,2021-01-19 17:11:30
587,8,2301,2021-01-19 17:11:32,2021-01-19 17:11:32
588,8,9718,2021-01-19 17:11:34,2021-01-19 17:11:34
589,8,7885,2021-01-19 17:11:36,2021-01-19 17:11:36
590,7885,586,2021-01-19 17:11:37,2021-01-19 17:11:37
591,586,2060,2021-01-19 17:11:38,2021-01-19 17:11:38
592,586,2418,2021-01-19 17:11:40,2021-01-19 17:11:40
593,586,9712,2021-01-19 17:11:42,2021-01-19 17:11:42
594,586,1830,2021-01-19 17:11:44,2021-01-19 17:11:44
595,586,6041,2021-01-19 17:12:03,2021-01-19 17:12:03
596,586,876,2021-01-19 17:12:04,2021-01-19 17:12:04
597,586,714,2021-01-19 17:12:06,2021-01-19 17:12:06
598,586,3324,2021-01-19 17:12:08,2021-01-19 17:12:08
599,586,220,2021-01-19 17:12:10,2021-01-19 17:12:10
600,220,3204,2021-01-19 17:12:11,2021-01-19 17:12:11
601,220,2763,2021-01-19 17:12:13,2021-01-19 17:12:13
602,220,6162,2021-01-19 17:12:15,2021-01-19 17:12:15
603,220,1234,2021-01-19 17:12:17,2021-01-19 17:12:17
604,220,1667,2021-01-19 17:12:19,2021-01-19 17:12:19
605,586,2647,2021-01-19 17:12:22,2021-01-19 17:12:22
606,586,217,2021-01-19 17:12:23,2021-01-19 17:12:23
607,586,1828,2021-01-19 17:12:25,2021-01-19 17:12:25
608,586,2463,2021-01-19 17:12:27,2021-01-19 17:12:27
609,586,3287,2021-01-19 17:12:29,2021-01-19 17:12:29
610,586,1052,2021-01-19 17:12:31,2021-01-19 17:12:31
611,586,3054,2021-01-19 17:12:33,2021-01-19 17:12:33
612,586,1363,2021-01-19 17:12:35,2021-01-19 17:12:35
613,586,1344,2021-01-19 17:12:37,2021-01-19 17:12:37
614,586,1008,2021-01-19 17:12:54,2021-01-19 17:12:54
615,586,6710,2021-01-19 17:12:56,2021-01-19 17:12:56
616,7885,718,2021-01-19 17:12:58,2021-01-19 17:12:58
617,7885,1815,2021-01-19 17:13:00,2021-01-19 17:13:00
618,7885,3180,2021-01-19 17:13:02,2021-01-19 17:13:02
619,7885,720,2021-01-19 17:13:04,2021-01-19 17:13:04
620,7885,721,2021-01-19 17:13:06,2021-01-19 17:13:06
621,721,6041,2021-01-19 17:13:07,2021-01-19 17:13:07
622,7885,625,2021-01-19 17:13:10,2021-01-19 17:13:10
623,625,9170,2021-01-19 17:13:11,2021-01-19 17:13:11
624,625,892,2021-01-19 17:13:13,2021-01-19 17:13:13
625,625,490,2021-01-19 17:13:15,2021-01-19 17:13:15
626,625,2499,2021-01-19 17:13:16,2021-01-19 17:13:16
627,625,1014,2021-01-19 17:13:18,2021-01-19 17:13:18
628,1014,397,2021-01-19 17:13:19,2021-01-19 17:13:19
629,1014,3106,2021-01-19 17:13:21,2021-01-19 17:13:21
630,7885,1071,2021-01-19 17:13:25,2021-01-19 17:13:25
631,7885,255,2021-01-19 17:13:27,2021-01-19 17:13:27
632,2754,1075,2021-01-19 17:13:31,2021-01-19 17:13:31
633,2754,9384,2021-01-19 17:13:33,2021-01-19 17:13:33
634,2754,9555,2021-01-19 17:13:35,2021-01-19 17:13:35
635,9555,1463,2021-01-19 17:13:36,2021-01-19 17:13:36
636,9555,9719,2021-01-19 17:13:38,2021-01-19 17:13:38
637,2754,1057,2021-01-19 17:13:40,2021-01-19 17:13:40
638,1057,1971,2021-01-19 17:13:41,2021-01-19 17:13:41
639,1057,6264,2021-01-19 17:13:43,2021-01-19 17:13:43
640,1057,9720,2021-01-19 17:13:45,2021-01-19 17:13:45
641,1057,791,2021-01-19 17:13:47,2021-01-19 17:13:47
642,791,988,2021-01-19 17:13:48,2021-01-19 17:13:48
643,791,980,2021-01-19 17:13:50,2021-01-19 17:13:50
644,1057,1132,2021-01-19 17:13:53,2021-01-19 17:13:53
645,1057,1356,2021-01-19 17:13:55,2021-01-19 17:13:55
646,1057,6263,2021-01-19 17:13:57,2021-01-19 17:13:57
647,1057,7769,2021-01-19 17:13:58,2021-01-19 17:13:58
648,7769,2295,2021-01-19 17:13:59,2021-01-19 17:13:59
649,7769,2518,2021-01-19 17:14:01,2021-01-19 17:14:01
650,7769,1593,2021-01-19 17:14:03,2021-01-19 17:14:03
651,1057,1494,2021-01-19 17:14:06,2021-01-19 17:14:06
652,1494,5501,2021-01-19 17:14:07,2021-01-19 17:14:07
653,1057,1050,2021-01-19 17:14:10,2021-01-19 17:14:10
654,1050,1459,2021-01-19 17:14:11,2021-01-19 17:14:11
655,1459,3334,2021-01-19 17:14:12,2021-01-19 17:14:12
656,1050,627,2021-01-19 17:14:14,2021-01-19 17:14:14
657,627,6260,2021-01-19 17:14:15,2021-01-19 17:14:15
658,627,6258,2021-01-19 17:14:17,2021-01-19 17:14:17
659,1050,6218,2021-01-19 17:14:20,2021-01-19 17:14:20
660,1050,484,2021-01-19 17:14:22,2021-01-19 17:14:22
661,484,9721,2021-01-19 17:14:23,2021-01-19 17:14:23
662,484,5417,2021-01-19 17:14:25,2021-01-19 17:14:25
663,484,1313,2021-01-19 17:14:27,2021-01-19 17:14:27
664,484,1055,2021-01-19 17:14:29,2021-01-19 17:14:29
665,484,2089,2021-01-19 17:14:31,2021-01-19 17:14:31
666,484,212,2021-01-19 17:14:32,2021-01-19 17:14:32
667,484,30,2021-01-19 17:14:34,2021-01-19 17:14:34
668,484,9722,2021-01-19 17:14:44,2021-01-19 17:14:44
669,484,3181,2021-01-19 17:14:46,2021-01-19 17:14:46
670,484,9723,2021-01-19 17:14:48,2021-01-19 17:14:48
671,484,117,2021-01-19 17:14:50,2021-01-19 17:14:50
672,1050,9724,2021-01-19 17:14:53,2021-01-19 17:14:53
673,1050,3537,2021-01-19 17:14:54,2021-01-19 17:14:54
674,1050,6987,2021-01-19 17:14:56,2021-01-19 17:14:56
675,6987,6160,2021-01-19 17:14:57,2021-01-19 17:14:57
676,6987,1053,2021-01-19 17:14:59,2021-01-19 17:14:59
677,6987,9723,2021-01-19 17:15:03,2021-01-19 17:15:03
678,6987,600,2021-01-19 17:15:05,2021-01-19 17:15:05
679,6987,9725,2021-01-19 17:15:07,2021-01-19 17:15:07
680,1057,761,2021-01-19 17:15:11,2021-01-19 17:15:11
681,761,9726,2021-01-19 17:15:12,2021-01-19 17:15:12
682,761,2968,2021-01-19 17:15:13,2021-01-19 17:15:13
683,2968,6038,2021-01-19 17:15:14,2021-01-19 17:15:14
684,6038,488,2021-01-19 17:15:15,2021-01-19 17:15:15
685,2968,9727,2021-01-19 17:15:18,2021-01-19 17:15:18
686,2968,9728,2021-01-19 17:15:20,2021-01-19 17:15:20
687,761,595,2021-01-19 17:15:23,2021-01-19 17:15:23
688,761,242,2021-01-19 17:15:25,2021-01-19 17:15:25
689,761,596,2021-01-19 17:15:32,2021-01-19 17:15:32
690,761,1054,2021-01-19 17:15:34,2021-01-19 17:15:34
691,761,6987,2021-01-19 17:15:38,2021-01-19 17:15:38
692,761,3303,2021-01-19 17:15:51,2021-01-19 17:15:51
693,3303,9729,2021-01-19 17:15:52,2021-01-19 17:15:52
694,761,1335,2021-01-19 17:15:55,2021-01-19 17:15:55
695,1335,598,2021-01-19 17:15:56,2021-01-19 17:15:56
696,1057,957,2021-01-19 17:16:00,2021-01-19 17:16:00
697,1057,1040,2021-01-19 17:16:02,2021-01-19 17:16:02
698,1057,3322,2021-01-19 17:16:04,2021-01-19 17:16:04
699,1057,231,2021-01-19 17:16:05,2021-01-19 17:16:05
700,1057,1373,2021-01-19 17:16:15,2021-01-19 17:16:15
701,1373,1795,2021-01-19 17:16:16,2021-01-19 17:16:16
702,1373,9730,2021-01-19 17:16:18,2021-01-19 17:16:18
703,1057,6266,2021-01-19 17:16:21,2021-01-19 17:16:21
704,2754,9247,2021-01-19 17:16:23,2021-01-19 17:16:23
705,9247,9501,2021-01-19 17:16:24,2021-01-19 17:16:24
706,9501,2352,2021-01-19 17:16:25,2021-01-19 17:16:25
707,9247,9248,2021-01-19 17:16:28,2021-01-19 17:16:28
708,9247,9731,2021-01-19 17:16:30,2021-01-19 17:16:30
709,9247,9732,2021-01-19 17:16:32,2021-01-19 17:16:32
